1249,Charnel houſe with a Chapel,St. Paul’s Charnel House,STPA13, ,Charnel houſe with a Chapel | Charnell houſe | charnell houſe of Paules | St. Paul’s Charnel House,Sites
1252,Charter houſe lane,Charterhouse Lane,CHAR3,Agas Map,Charter houſe lane | Charter-houſe lane | Charterhouse Lane | Charterhouse lane | Charterhouse Square | Charterhouselane | London Charterhouse,Streets
1263,Cheap,Cheap Ward,CHEA1,Agas Map,Cheap | Cheap ward | Cheap Ward | Cheap warde | Cheape | cheape | Cheape Ward | Cheape ward | Cheape warde | Cheape Warde | Cheapeward | Cheapewarde | Cheapſide | Cheapside | Chepe | chepe | Chepe ward | Chepe warde | Chepe Warde | heape | warde of Cheape | Warde of Cheape,Wards
1264,Cheap,Cheapside Street,CHEA2,Agas Map,Cheap | Cheap-side | Cheap-ſide | Cheape | cheape | Cheape warde | Cheape-ſide | Cheapeſide | Cheapeside | Cheapside | Cheapſide | Cheapside Cross | Cheapſide Market | Cheapside Street | Cheapside street | Cheapſides | Chepe | Chepe-ſide | Chepeside | Chepesyde | Cheppes syed | that ſtreete | Weſt Cheape | weſt Cheape | Westcheap,Streets
1265,Cheap Standard,The Standard (Cheapside),STAN17,Agas Map,Cheap Standard | Conduite in Weſt Cheape | Standard in Cheap | Standard in Cheape | Standarde | ſtandarde | Standarde in Cheape | Standarde in weſt Cheape | Standarde in Weſt Cheape | Standardein weſt Cheape | Standerd in Cheape | ſtandert in Cheape | Strand | the ſtandard | the Standard | The Standard (Cheapside) | The Standard in Cheapside | the Standard in Cheapside | the Standarde | the ſtandarde,Water Features
1273,Cheape,Westcheap,WCHE1,Agas Map,Cheape | weſt Cheap | weſt cheap | West Cheap | weſt Cheape | Weſt Cheape | Weſt cheape | weſt chepe | weſt Chepe | weſtcheape | Weſtcheape,Markets
1282,Cheape-ſide Croſſe,Cheapside Cross (Eleanor Cross),ELEA1,Agas Map,Cheape-ſide Croſſe | Cheaps Croſſe | Cheapside Cross | Cheapſide Croſſe | Corſſe in Cheape | Cross | Croſs | Croſſe | Croſſe in Cheape | croſſe in Cheape | Croſſe in Chepe | Croſſe in weſt Cheap | Croſſe in weſt cheape | Eleanor Cross in Cheapside | Great Cross | Great Cross in Cheapside | great croſſe | great Croſſe | great Croſſe in Cheap | great Croſſe in UUeſt cheape | great Croſſe in Weſt Cheape | olde Croſſe in Cheape | Open | Standarde,Sites
1309,chequer,Chequer Inn (Charing Cross),CHEQ1, ,chequer,Victualling Houses
1310,chequer,Chequer Inn (Holborn),CHEQ2, ,chequer | Chequer,Victualling Houses
1312,Chequer,Chequer Inn (Dowgate),CHEQ3, ,Chequer,Victualling Houses
1315,Chichawlane,Chirchawlane,CHIR3, ,Chichawlane | Stephenslane,Streets
1317,Chick,Chick Lane (Smithfield),CHIC1,Agas Map,Chick | Chick Lane | Chicke lane | Chickelane | Chicken Lane | Chicken lane | Chiken lane,Streets
1319,Chick Lane,Chick Lane (Tower Street Ward),CHIC2,Agas Map,Chick Lane | Chicke lane,Streets
1320,Chick Lane,Stinking Lane,STIN1, ,Chick lane | Chick Lane | Chicke-lane | Stinking lane | Stinking Lane,Streets
1329,Chiswel Street,Chiswell Street,CHIS1,Agas Map,Chiswel Street | Euerades well ſtreete | Everades Well Street,Streets
1330,Christ Chuch Newgate Street,Christ Church,CHRI1,Agas Map,Christ Chuch Newgate Street | Chriſt Church | Christ Church | Christchurch Southwark | Chriſtes Church | Chriſtes church | Chriſts Church | Christ’s Church | Cry church | Franciscan Friary | Gray Friers,Churches
1335,Chriſt Church Pariſh,Christchurch Southwark (Parish),CHRI101, ,Chriſt Church Pariſh | Christchurch Southwark parish | Parish of Christ Church in Southwark,Parishes
1342,Chriſtes Hoſpitall,Christ’s Hospital,CHRI2,Agas Map,Chriſtes Hoſpitall | Chriſtes hoſpitall | Christes hospitall | Chriſteſhoſpital | Chriſtr Hoſpitall | Chriſts Hoſpital | Christs Hospital | Chriſts Hoſpitall | Christ’s Hospital | Clothworkers’ Hall | Greyfrairs | Hoſpitall of Chriſtes Church,Sites
1346,Chriſtopher,Christopher Inn,CHRS1, ,Chriſtopher,Victualling Houses
1347,Christopher le Stocks,St. Christopher le Stocks,STCH1,Agas Map,Christopher le Stocks | Church of S. Chriſtopher | church of S. Chriſtopher | S. Chriſtopher | S. Chriſtopher by the ſtocks market | S. Chriſtophers Parriſh | St. Christopher [Broad Street] | St. Christopher in Bradestrete | St. Christopher le Stocks | St. Christopher near le Shambles | St. Christopher upon Cornhull,Churches
1348,Chriſtophers Pariſ,St. Christopher le Stocks (Parish),STCH101, ,Chriſtophers Pariſ | Cristophers perryshe | St. Christopher le Stocks parish,Parishes
1358,chur of S. Marga pattentes,St. Margaret Pattens,STMA17,Agas Map,chur of S. Marga pattentes | S. Margaret Patens | S. Margarets Church | S. Margarets Pattens | S. Margarets Pattentes | S. Margarits Patens | Saint Margaret | Saint Margeret Pattens church Parſonage | St. Margaret Pattens | St. Margaret Pattens church,Churches
1360,church,St. Mary Magdalen (Milk Street),STMA33,Agas Map,"church | church of S Mary Magdalen | church of S. Mary Magdaline | S. Mary Magdalen | St. Mary Magdalen, Milk Street | St. Mary Magdalen’s Church",Churches
1361,church,St. Mary Magdalen (Old Fish Street),STMA34,Agas Map,"church | church of S. Mary Magdalen | Church of Saint Mary Magdalen | pariſh of S. Mary Magdalen, in olde Fiſhſtreete | Pariſh of Saint Mary Magdalen | Pariſh of Saint Mary Magdalen nigh to olde Fiſhſtréete | Parrish Church of S. Mary Magdalen | Parrish Church of Saint Mary Magdalen | S. Magdalens Church | S. Mary Magdalen | S. Mary Magdalens | Saint Mary Magdalen | Saint Mary Magdalens | Saint Mary Magdalens by olde Fiſhſtréete | Saint Mary Maudlins Church | Sant Mary Magdalens Church | St. Mary Magdalen Old Fish Street | St. Mary Magdalen, Old Fish Street",Churches
1363,church alley,Church Alley,CHUR1,Agas Map,church alley | Church alley | Craddockeslane | Craddokeslane | Cradocks lane | Star Alley,Streets
1366,Church at Baſſinges hal,St. Michael Bassishaw,STMI3,Agas Map,"Church at Baſſinges hal | church of S. Michæl | church of S. Michæll | Church of St. Michael in Bassinges Hall | pariſh of S. Michæll | S. Michæl at Baſſings Hall | S. Michæll at Baſſinges hall | S. Michæll of Baſſings haugh | St. Michael Bassishaw | St. Michael’s Church, Bassishow",Churches
1367,Church Garlicke,St. James Garlickhithe,STJA4,Agas Map,"Church Garlicke | Church of S. Iames | Church of S. Iames Garlycke hith | Pariſh church of S. Iames | S, Iames, at Garlicke Hith | S. Iames at Garlicke Hith | S. Iames Church by Garlike Hith | S. Iames Garlicke hith | Saint Iames church | St. James Garlick | St. James Garlickhithe",Churches
1369,Church lane,Church Lane (Tower Street Ward),CHUR3,Agas Map,Church lane | Church Lane | Church lane by East | Church Lane in the East | Church lanes | Churchlanes,Streets
1371,church lane,Church Lane (Vintry Ward),CHUR2,Agas Map,church lane | Church Lane | Fannerslane | sackeslane | schakkeslane | Uanners lane | Vanner lane | Vanners Lane,Streets
1378,Church lane in the west,St. Dunstan’s Hill,STDU1,Agas Map,Church lane in the west | Church Lane in the West | S. Donat Hill | S. Dunſtans hill | Saint Dunstans hill | Saint Dunſtans hill | St. Dunſtans Hill | St. Dunstan’s Hill,Streets
1399,Church of Andrew in the Wardrobe,St. Andrew by the Wardrobe,STAN7,Agas Map,"Church of Andrew in the Wardrobe | church of S. Andrew in yͤ Wardrobe | Church of Saint Andrew by the Wardrobe | pariſh of S. Andrew, next to Baynard Caſtle | Pariſh of Saint Andrew | S. Andrew by the Wardrobe | Saint Andrew by the Wardrope | St. Andrew by the Wardrobe",Churches
1402,church of our Ladie of the Canons,St. Mary Overie (Southwark Cathedral),SOUT3,Agas Map,"church of our Ladie of the Canons | Church of S. Mary Ouery | Ouerie | Our Lady of the Canons Church | Prior of S. Marie Oueries | Priorie of S. Marie Ouery | Priorie of S. Mary Ouerie | Priorie of S. Mary Ouery in Southwarke | S. Marie Oueries church | S. Marie Ouery | S. Mary Oueries | S. Mary Ouers cloſe | S. Mary Ouers Cloſe | Saint Mary Ouery | Saint Mary Overy’s | Saynt Mary, ouer the Rye | Southwark Cathedral | St. Marie Overie | St. Mary Overie | St. Mary Overie (Southwark Cathedral) | St. Mary Overie’s | St. Saviour’s",Churches
1404,"Church of S , Dunſtone is called in the Eaſt",St. Dunstan in the East,STDU2,Agas Map,"Church of S , Dunſtone is called in the Eaſt | church of S. Dunſtone | Church of Saint Dunſtone | Church of Saint Dunstone in the East | Pariſh of S. Dunſtone | pariſh of S. Dunſtone in the Eaſt | S. Dunſtone in the eaſt | S. Dunſtone in the Eaſt | S. Dunſtones church | Saint Dunstans Church | Saint Dunſtans Church | St. Dunstan in the East | St. Dunstand in the East",Churches
1406,"church of S, Michaell",St. Michael (Cornhill),STMI4,Agas Map,"church of S, Michaell | church of S. Michael | S. Michael church yarde | S. Michæl Crooked lane | S. Michæll vpon Cornhill | St. Michael | St. Michael at Corn | St. Michael Cornhill | St. Michael, Cornhill | St. Michael’s | St. Michael’s, Cornhill",Churches
1407,church of S. Alphage,St. Alphage,STAL3,Agas Map,"church of S. Alphage | church of S. Alphage without Cripleſgate | S. Alphage | St. Alphage, London Wall",Churches
1409,Church of S. Andrew,St. Andrew Holborn,STAN1,Agas Map,Church of S. Andrew | Church of S. Andrew in Oldborne | Grammer ſchoole in Oldborne | Hoſpital for the poore | Hoſpitall in Oldborne | S. Andrew in Oldboorne | S. Andrew in Oldborne | S. Andrews | St. Andrew Holborn | St. Andrew’s Church | St. Anthony,Churches
1410,church of S. Andrew,St. Andrew Undershaft,STAN8,Agas Map,"church of S. Andrew | Church of S. Andrew Apoſtle | church of S. Andrew Vnderſhaft | Church of S. Andrew Vnderſhaft | Church of S.Andrew | pariſh of S. Andrew | S, Andrew vpon Cornhill | S. Andrew | S. Andrew Vnderſhaft | S. Andrewe Underſhafte | S. Andrewe Vnder Shafte | S. Andrewes Church | S. Andrewes vnderſhaft Church | S. Andrewes vnderſhafte | Saint Andrewes Church called Underſhaft | St Andrew Undershaft | St. Andrew Undershaft | St. Andrew upon Cornhill | Underſhaft | Undershaft",Churches
1412,church of S. Andrew Hubbert,St. Andrew Hubbard,STAN2,Agas Map,church of S. Andrew Hubbert | Church of Saint Andrew Hubbert | S. Andrewe Hubert | S. Androwes Church | Saint Andrew in Eaſt Cheape | St. Andrew Hubbard,Churches
1417,church of S. Anne,St. Anne Blackfriars,STAN11, ,church of S. Anne | Pariſh of Saint Anne | S. Anne at the blacke Fryers | St. Anne Blackfriars | St. Anne’s Church,Churches
1418,church of S. Anne in the Willowes,St. Anne and St. Agnes,STAN9,Agas Map,"church of S. Anne in the Willowes | church of S. Anne, in the willowes | pariſh of S. Anne | S. Anne | St. Anne and St. Agnes | ST. Anne and St. Agnes | St. Anne’s Church, Aldersgate",Churches
1419,"church of S. Anne, in the willowes",St. Anne and St. Agnes,STAN9,Agas Map,"church of S. Anne in the Willowes | church of S. Anne, in the willowes | pariſh of S. Anne | S. Anne | St. Anne and St. Agnes | ST. Anne and St. Agnes | St. Anne’s Church, Aldersgate",Churches
1420,church of S. Anthonies Hoſpitall,St. Anthony,STAN10,Agas Map,"church of S. Anthonies Hoſpitall | church of S. Anthonine | church of S. Anthonines | Free ſchoole of S. Anthonies | Hoſpitall of S. Anthony | hoſpitall of S. Anthony | S. Anthonie | S. Anthonies | S. Anthonies hoſpital | S. Anthonies Hoſpitall | S. Anthonies ſchoole | S. Anthonines | S. Anthonines church | S. Anthonines Churchyard | S. Anthonins Church | Saint Anthonines church | St. Anthony | St. Anthony Church | St. Anthony’s | St. Anthony’s Hospital, near French Church",Churches
1425,church of S. Auguſtine,St. Augustine (Watling Street),STAU3,Agas Map,"church of S. Auguſtine | church of S. Auguſtine, | church of Saint Auguſtine | pariſh church of S. Auguſtine | S. Auguſtine | S. Auguſtins Church | S. Auſtins church | ſaint Auguſtines church | St. Augustine, Old Change | St. Augustine, Watling Street",Churches
1427,"church of S. Auguſtine,",St. Augustine (Watling Street),STAU3,Agas Map,"church of S. Auguſtine | church of S. Auguſtine, | church of Saint Auguſtine | pariſh church of S. Auguſtine | S. Auguſtine | S. Auguſtins Church | S. Auſtins church | ſaint Auguſtines church | St. Augustine, Old Change | St. Augustine, Watling Street",Churches
1428,church of S. Bartilmew with the Hoſpitall,St. Bartholomew by the Exchange,STBA3,Agas Map,church of S. Bartilmew with the Hoſpitall | Church of Saint Bartilmew | S. Bartholmews church | S. Bartilmew | S. Bartilmew by the Exchaunge | St. Bartholomew | St. Bartholomew by the Exchange | St. Batholomew by the Exchange,Churches
1433,Church of S. Buttolph,St. Botolph (Aldgate),STBO2,Agas Map,"Church of S. Buttolph | Church of S. Buttolphes | Church of Saint Battolphes | church of Saint Buttolph | S. Buttolph | S. Buttolphe | S. Buttolphes | Saint Buttolphe | St. Botolp | St. Botolph | St. Botolph (Aldgate) | St. Botolph without Aldgate | St. Botolph, Aldgate | St. Botolph-without-Aldgate",Churches
1435,church of S. Buttolph,St. Botolph (Billingsgate),STBO4,Agas Map,"church of S. Buttolph | pariſh of S. Buttolph | Parriſh Church of S. Buttolph | parriſh of S. Buttolph | S. Buttolphe by Billinſgate | St. Botolph, Billingsgate | St. Botolph’s | St. Botolph’s Church",Churches
1440,Church of S. Clement,St. Clement Danes,STCL2,Agas Map,"Church of S. Clement | church of S. Clements | Pariſh church of S, Clement Danes | Pariſh church of S. Clement Danes | S. Clement Danes | S. Clementes church | Saint Clements church | St. Clement | St. Clement Danes",Churches
1441,church of S. Clement in Eaſt cheape,St. Clement (Eastcheap),STCL3,Agas Map,"church of S. Clement in Eaſt cheape | church of S. Clement in weſt Cheape | S. Clements church | S. Clements Eaſtchepe | St. Clement, Eastcheap | St. Clement’s Church in the East",Churches
1444,church of S. Diones,St. Dionis Backchurch,STDI1,Agas Map,church of S. Diones | Church of S. Dionys called Back church | S. Denis | S. Dyones Backchurch | St. Dionis Backchurch,Churches
1446,church of S. Dunſtan,St. Dunstan in the West,STDU3,Agas Map,church of S. Dunſtan | Church of Saint Dnnſtones | S. Dunſtone in the Weſt | S. Dunſtones Chappell | S. Dunſtones church | S. Dunſtons chapell | S. Dunſtons chappell | S. Dunſtons in the weſt | Saint Dunstan’s in the West | Saint Dunſtons church | St. Dunstan in the West | St. Dunstan’s church | St. Dunstones church,Churches
1447,church of S. Dunſtone,St. Dunstan in the East,STDU2,Agas Map,"Church of S , Dunſtone is called in the Eaſt | church of S. Dunſtone | Church of Saint Dunſtone | Church of Saint Dunstone in the East | Pariſh of S. Dunſtone | pariſh of S. Dunſtone in the Eaſt | S. Dunſtone in the eaſt | S. Dunſtone in the Eaſt | S. Dunſtones church | Saint Dunstans Church | Saint Dunſtans Church | St. Dunstan in the East | St. Dunstand in the East",Churches
1448,church of S. Edmond,St. Edmund (Lombard Street),STED1,Agas Map,"church of S. Edmond | S. Edmond Graſſe church | S. Edmond in Lombardeſtréete | S. Edmonds in Lombard ſtreete | St. Edmund | St. Edmund, King and Martyr",Churches
1449,Church of S. Ewin,St. Audoen,AUDO1, ,Church of S. Ewin | Church of S. Ewine | S. Ewin | S. Ewines in Newgate market | St. Audoen,Churches
1451,Church of S. Fauſter,St. Foster,FOST4, ,Church of S. Fauſter | St. Foster,Streets
1452,church of S. George,St. George,STGE1,Agas Map,church of S. George | Church of Saint George | S. George | S. Georges Church | S. Georges church | S. Georges lane | Saint Georges Lane | St. George | St. George Botolph Lane | St. George’s,Churches
1453,church of S. Giles,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
1458,Church of S. Hellen,St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
1463,church of S. Iohn Euangeliſt,St. John the Evangelist,STJO5,Agas Map,church of S. Iohn Euangeliſt | S. Iohn Euangeliſt | St. John Evangelist | St. John the Evangelist,Churches
1464,Church of S. Iohn Sachary,St. John Zachary,STJO6,Agas Map,Church of S. Iohn Sachary | Church of Saint Iohn Sachary | S. Iohn Sacharies church | S. Iohn Zachary | St. John Zachary | St. John Zachary Church | St. John Zachary Parish,Churches
1466,Church of S. Katherine,St. Katherine Cree,STCA1,Agas Map,Church of S. Katherine | Pariſh church of S. Katherin Chriſts church | Priorie of the holy Trinitie | rine Chriſtes Church | S. Katharene Chriſts Church | S. Kathe | S. Katheren Chriſts church | S. Katherine | S. Katherine Chriſt Church | S. Katherines | Saint Katherine Chriſt church | St. Catherine Cree | St. Katharine Cree | St. Katheine Cree | St. Katherine | St. Katherine and the Blessed Trinity | St. Katherine Christ Church | St. Katherine Cree | St. Katherine Cree Church | St. Katherine’s,Churches
1467,church of S. Laurence,St. Laurence (Jewry),STLA5,Agas Map,"church of S. Laurence | church of S. Laurence in the Iury | S. Laurence Chappell | S. Laurence church | S. Laurence church in the Iurie | S. Laurence in the Iurie | S. Lawrence church | S. Lawrence church, in the Iury | S. Lawrence in the Iury | Saint Lawrence church | St. Laurence, Jewry | St. Lawrence Jewry | St. Lawrence, Jewry",Churches
1468,church of S. Laurence,St. Laurence Poultney,STLA6,Agas Map,"church of S. Laurence | church of S. Laurence Poultney | Church of S. Laurence Pountney | churchyarde of S. Laurence Poultney | Marchantaylors ſchoole | Pariſh church of Saint Lawrence | pariſh of Saint Laurence Poultney | S. Laurence churchyard | S. Laurence Pountney | S. Lawrence Poultney | St. Laurence, Pountney | St. Lawrence Poultney | St. Lawrence Pountney",Churches
1472,Church of S. Leonard,St. Leonard,STLE1,Agas Map,"Church of S. Leonard | S. Leonard | S. Leonarde | S. Leonards | S. Leonards church | Saint Leonard | Shoreditch Church | Soerſditch Church | St Leonard | St. Leonard | St. Leonard Shoreditch | St. Leonard, Shoreditch | St. Leonard’s | St. Leonard’s Church",Churches
1473,Church of S. Leonard,St. Leonard (Eastcheap),STLE2,Agas Map,"Church of S. Leonard | church of S. Leonard | Milke church | S. Leonard Milkechurch | S. Leonardes in Eaſt Cheape | St. Leonard, Eastcheap",Churches
1475,church of S. Leonard,St. Leonard (Foster Lane),STLE3,Agas Map,"church of S. Leonard | Church of S. Leonards | S. Leonard | S. Leonards church | St. Leonard, Foster Lane | St. Leonard, Foster Lane (?) | St. Leonard’s Church, Foster Lane",Churches
1477,church of S. Magnus,St. Magnus,STMA1,Agas Map,church of S. Magnus | pariſh of S. Magnus | Parriſh Church of S. Magnus | S. Magnus | S. Magnus church | S. Magnus Church | S. MagnusChurch | ſaint Magnus | ſaint Magnus Church | sant Magnus London | St. Magnus | St. Magnus the Martyr | St. Magnus’ Corner | St. Magnus’s | St. Magnus’s Church,Churches
1478,Church of S. Margaret,St. Margaret (New Fish Street),STMA3,Agas Map,"Church of S. Margaret | church of S. Margaret vpon Fiſh | S. Margaret bridge ſtréete | S. Margarets church | St. Margaret, New Fish Street | St. Margaret’s",Churches
1479,church of S. Margaret,St. Margaret (Westminster),STMA4,Agas Map,church of S. Margaret | pariſh Church of S. Margaret | Pariſh church of S. Margaret | pariſh of Saint Margaret | S. Margaret | S. Margrets,Churches
1480,church of S. Margaret in Lothburie.,St. Margaret (Lothbury),STMA2,Agas Map,"church of S. Margaret in Lothburie. | S. Margaret | S. Margaret in Lothbery | S. Margaret in Lothburie | S. Margarets church | S. Margarets pariſh | ſaint Margarets Church | St. Margaret, Lothbury",Churches
1481,church of S. Margaret Moyſes,St. Margaret Moses,STMA16,Agas Map,church of S. Margaret Moyſes | St. Margaret Moses | St. Margaret Moyses,Churches
1483,church of S. Marie,St. Mary at Hill,STMA43, ,church of S. Marie | Church of S. Marie hil | church of S. Mary hil | S. Marie on the Hill | S. Mary hill Church,Churches
1486,church of S. Martin,St. Martin (Ludgate),STMA19,Agas Map,"church of S. Martin | church of S. Martin by Ludgate | S. Martins | S. Martins at Ludgate | Saint Martins church | ſaint Martins Church | St. Martin within Ludgate | St. Martin, Ludgate",Churches
1487,church of S. Martin,St. Martin Pomary,STMA22,Agas Map,church of S. Martin | Church of Saynt Marten | S. Martin Pomerie | S. Martins Pomery in Ironmonger lane | St. Martin Pomary,Churches
1489,Church of S. Martin,St. Martin Outwich,STMA21,Agas Map,Church of S. Martin | church of Saint Martine Otoſwich | pariſh of S. Martins Oteſwich | S. Martins Otelwich pariſh | S. Martins Oteſwich Church | S. Martins Oteſwitche | S. Martins Otoſwich | S. Martins Otſwitch | Saint Martins O wich | Saint Martins Otoſwich church | St. Martin Outwhich | St. Martin Outwich | St. martin Outwich,Churches
1492,church of S. Martin Orgar,St. Martin Orgar,STMA20,Agas Map,church of S. Martin Orgar | church of S. Martin Orgor | S. Marten Ordegare | S. Martins Orgars | St. Martin Orgar | St. Martin’s Candlewickstreet,Churches
1497,Church of S. Mary Aldermanberie,St. Mary (Aldermanbury),STMA28,Agas Map,"Church of S. Mary Aldermanberie | church of S. Mary Aldermanbury | Elſing ſpittle | Elſing Spittle | Elſings Spittle | Hospital of St. Mary the Virgin | Hoſpitall of Elſing | our bleſſed Ladie in Aldermanberie neere Criplegate | priorie or Hoſpitall of S. Mary the Uirgin | S. Mary | S. Mary Aldermanburie | St. Mary Aldermanbury | St. Mary, Aldermanbury",Churches
1504,church of S. Mary Colechurch,St. Mary Colechurch,STMA48, ,"church of S. Mary Colechurch | Cole church | Coleman church | S, Mary Colechurch | S. Mary Colchurch | St. Mary Colechurch | St. Mary, Colechurch",Churches
1505,Church of S. Mary de Mounte Alto,St. Mary Mounthaw,STMA44, ,Church of S. Mary de Mounte Alto | Mounthaunte | pariſh of Saint Mary Mounthaunte | S. Mary Mounthaunt | Saint Mary Monte Alto | St. Mary Mounthaw,Churches
1509,church of S. Mary Ouery,Southampton House,SOUT1,Agas Map,church of S. Mary Ouery | Southwark | Southwarke,Sites
1511,Church of S. Mary the virgine,St. Mary Axe,STMA41,Agas Map,Church of S. Mary the virgine | Pariſh church of Mary S. Vrſula | S. Mary at the Axe | S. Mary ſtreete | S. Mary ſtréete | St. Mary Axe,Churches
1514,church of S. Matthew in Friday ſtreete,St. Matthew (Friday Street),STMA39,Agas Map,"church of S. Matthew in Friday ſtreete | S. Mathew | S. Mathewes Church | S. Matthewes church | ſaint Mathewes Church | St. Matthew, Friday Street",Churches
1515,church of S. Michael,St. Michael (Cornhill),STMI4,Agas Map,"church of S, Michaell | church of S. Michael | S. Michael church yarde | S. Michæl Crooked lane | S. Michæll vpon Cornhill | St. Michael | St. Michael at Corn | St. Michael Cornhill | St. Michael, Cornhill | St. Michael’s | St. Michael’s, Cornhill",Churches
1517,church of S. Michæl,St. Michael (Crooked Lane),STMI5,Agas Map,"church of S. Michæl | church of S. Michæl in Crooked lane | church of S. Michæll | church of this S. Michæls | Colledge houſe in crooked lane | Pariſh church of Saint Michaell | S. Michael in crooked lane | S. Michaell | S. Michæls church | S. Michæls Crooked lane | St. Michael, Crooked Lane",Churches
1518,church of S. Michæl,St. Michael Paternoster Royal,STMI7,Agas Map,church of S. Michæl | church of S. Michæls pater noſter | pariſh of S. Michæll de pater noſter | Pater noſter church in the Royal | S. Michæl Pater noſter in the Royall | S. Michæls church | St. Michael Paternoster Royal,Churches
1519,Church of S. Michæl at Queene Hithe,St. Michael (Queenhithe),STMI8,Agas Map,"Church of S. Michæl at Queene Hithe | church of S. Michæll | S Michael at Quéenehith | St. Michael, Queenhithe",Churches
1524,church of S. Michæll Ad Bladum,St. Michael le Querne,STMI6,Agas Map,church of S. Michæll Ad Bladum | S. Michael at corne | S. Mihell in the Querne | Saint Michæll ad Bladum | Saint Mihell at Corne | St. Michael Le Querne,Churches
1526,church of S. Mildred,St. Mildred (Poultry),STMI10,Agas Map,"[U]nder St. Mildred’s Church | church of S. Mildred | pariſh of S. Mildrede | S. Mildred in the Poultrie | S. Mildrede | S. Mildredes church | S. Mildredes Church | S. Mildreds church in the Poultrie | Saint Mildred church | St. Mildred | St. Mildred, Poultry",Churches
1527,church of S. Mildred in Bredſtreet,St. Mildred (Bread Street),STMI9,Agas Map,"church of S. Mildred in Bredſtreet | church of Saint Mildred | S. Mildred | S. Mildred in Bredſtreete | S. Mildreds | Saint Mildred in Bredſtréete | St. Mary, Abchurch | St. Mildred | St. Mildred, Bread Street",Churches
1528,Church of S. Nicholas,St. Nicholas,NICH3, ,Church of S. Nicholas | Church of Saint Nicholas | Saint Nicholas | Saint Nicholas in the Shambels,Churches
1529,church of S. Nicholas Acon,St. Nicholas Acon,STNI4,Agas Map,"church of S. Nicholas Acon | church of S. Nicholas Hacon | Hacon | S. Nicholas Acon | S. Nicholas church | S. Nicholas Hacon | S. Nicolas Acon | St. Nicholas Acon | ST. Nicholas Acon | St. Nicholas Acun | St. Nicholas de Candelwryhtestrate | St. Nicholas Hacun | St. Nicholas Hakon | St. Nicholas Hakoun | St. Nicholas Hakun | St. Nicholas near Lombardstret | St. Nicholas, Achun",Churches
1530,Church of S. Nicholas Colde Abbey,St. Nicholas Cole Abbey,STNI2,Agas Map,Church of S. Nicholas Colde Abbey | church of S. Nicholas Colde Abey | Golden Abbey | S. Nicholas Cold Abbey | S. Nicholas Colde Abbay | Saint Nicholas church | St. Nicholas Cole Abbey | St. Nich’las Cole Abbey,Churches
1533,church of S. Nicholas Oliue,St. Nicholas Olave,STNI3,Agas Map,church of S. Nicholas Oliue | Pariſh of S. Nicholas | S. Nicholas Olaue | S. Nicholas Olaues | S. Olaue | St. Nicholas Olave,Churches
1534,Church of S. Olaue,St. Olave (Hart Street),STOL2,Agas Map,"Church of S. Olaue | church of S. Olaue in Hartſtreet | Church of Saint Olaue | S. Olaue | S. Olaues Church | St. Olave | St. Olave, Hart Street | St. Olave’s",Churches
1535,Church of S. Olaue,St. Olave (Old Jewry),STOL3,Agas Map,"Church of S. Olaue | church of S. Olaue | church of S. Olaue in the Iury. | Church of Saint Olaue in the Iury | old Iurie, of S. Olaues pariſh | S. Olaue in the Iurie | S. Olaue in the olde Iury | S. Olaues | Saint Olaues | St. Olave, Old Jewry",Churches
1536,Church of S. Olaue,St. Olave (Silver Street),STOL4,Agas Map,"Church of S. Olaue | Church of Saint Olaue | S. Olaue | S. Olaues Church | S. Oliues church | St Olave, Silver Street | St. Olave, Silver Street",Churches
1540,church of S. pancrate,St. Pancras (Soper Lane),STPA5,Agas Map,"church of S. pancrate | church of Saint Pancrate | S. Pancrate | S. Pancrates church | St. Pancras | St. Pancras, Soper Lane",Churches
1545,church of S. Peter,St. Peter upon Cornhill,STPE3,Agas Map,"church of S. Peter | Church of St. Peter upon Cornhill | Horse Mill | Horſemill | Library of S, Peters vpon Cornhill | Peters. vpon Cornehill | Peter’s chyrch apon Cornhyl | S. Peter vpon Cornehill | S. Peter vpon Cornhill | S. Peter vpō Cornhil | S. Peters Church | S. Peters vpon Cornhill | Saint Peter vppon Cornhill | Sent Peter apon Cornhyl | Sent Peter’s apon Cornhyl | St. Peter | St. Peter upon Cornhill | St. Peters upon Cornhill | St. Peter’s upon Cornhill",Churches
